key,yt_id,start_time,end_time,annotation
V4LWvX3vKOI-713209000-715851000,V4LWvX3vKOI,713209000,715851000,either you want to see the wet stone
vJLFPXeMamI-227624000-230060000,vJLFPXeMamI,227624000,230060000,it's the same as digging a deep hole you probably get more dirt
KaLpVPCaYpM-58799000-65801999,KaLpVPCaYpM,58799000,65801999,a pair of scissors a sanding sponge to wrap the sand paper around
uhgVvENxTP4-508020000-510428000,uhgVvENxTP4,508020000,510428000,so that's it the wrapped wreath is done
QR9I-3kNMRM-14320000-26027000,QR9I-3kNMRM,14320000,26027000,and some sliced fruit have a parents slice the fruit we have strawberries and kiwi lemonade grape juice and orange juice we're gonna start
z-JlDYcBSk4-91009000-97861000,z-JlDYcBSk4,91009000,97861000,a key ingredient in cetuximab is a specific carbohydrate that all nonprimate mammals carry in their cell walls and tissues
WasvUFXmACk-254000-4162000,WasvUFXmACk,254000,4162000,hello and welcome to our modular origami sonobe cube instructions
hmNzIyBjJM0-337159999-340066000,hmNzIyBjJM0,337159999,340066000,this is the murphy sofa slat system
vZXOeJS9X1I-171590000-174605000,vZXOeJS9X1I,171590000,174605000,a little bowl of flour here because i want to
jm5sCOh2MIU-136090000-139438000,jm5sCOh2MIU,136090000,139438000,using a parting tool i start to plunge into the wood
hBIGGZyZ6WQ-315840000-320514000,hBIGGZyZ6WQ,315840000,320514000,ok after beading i'll still use the handle
BBRoJ7FkG7g-55320000-64753999,BBRoJ7FkG7g,55320000,64753999,plant these cashew nut two of the cashew nut seed inside then and i will try two of the cashew nut seeds with paper towel method
VltGfANsRKA-14943000-18915000,VltGfANsRKA,14943000,18915000,and get back to fishing now i tie a knot called palomar knot all you do is
cWWBxszB9hg-249356000-254224000,cWWBxszB9hg,249356000,254224000,and the velcro part doesn't seem to fit properly around her arm
bOzNYkxcc8A-99360000-102713999,bOzNYkxcc8A,99360000,102713999,then you just scrape down all that stuff from the sides
Z9Tr7xKjS8k-139310000-142804000,Z9Tr7xKjS8k,139310000,142804000,slice the chilies in thin strip these are fresh chilies
j7HKVbZlZtM-170566000-173002000,j7HKVbZlZtM,170566000,173002000,fan of grating recently
TtqkgbPJcII-32918000-37658000,TtqkgbPJcII,32918000,37658000,what i'm gonna do is take off my thyme now to bring out the most amount of flavor
ZX5ZZ5Vv6ic-131410000-136477999,ZX5ZZ5Vv6ic,131410000,136477999,mint leaves and coriander leaves cilantro them and mix it well again
_j3oOv-ygQk-366580000-368996000,_j3oOv-ygQk,366580000,368996000,and then go back to the purl stitch
9M5mqcdwtsQ-64388999-69455999,9M5mqcdwtsQ,64388999,69455999,one of the things that i like to do before i waterproof suede is always to brush the suede
N39uwTykTQk-360310000-366568000,N39uwTykTQk,360310000,366568000,because if these don't work the next stiffest thing is a tube but we can't go there can we
165K0RGIL2M-102490000-105588000,165K0RGIL2M,102490000,105588000,it's now time to add kissan ketchup
8SZ__pZ89nk-85538000-89958000,8SZ__pZ89nk,85538000,89958000,which actually has great pho along with many other great dishes
xmzKgdcwXrU-39260000-45110000,xmzKgdcwXrU,39260000,45110000,once you've done that you just want to juice the lime into your avocado just like this
jgnBfhAlFDU-125019000-128604999,jgnBfhAlFDU,125019000,128604999,these root scissors firstly
_2V61YWfWjI-64260000-67530999,_2V61YWfWjI,64260000,67530999,and just roast this till this also gets a nice
mgoIO-aD8Ys-41080000-46034000,mgoIO-aD8Ys,41080000,46034000,one of the most popular indoor vining plants is pothos or epipremnum aureum
IVFyKzfU020-8550000-13698000,IVFyKzfU020,8550000,13698000,today we're going to learn how to tie the full windsor the full windsor knot is a bold knot
DLxOwVw1NEE-282500000-285824000,DLxOwVw1NEE,282500000,285824000,diodes themselves but they're so small
ujS0Viuv5kg-626810000-630804000,ujS0Viuv5kg,626810000,630804000,lastly we doubled this melody on a bass synth to give it some bite
5SGMXA11-m4-145029000-148319000,5SGMXA11-m4,145029000,148319000,close it up and you have your ice cream tea latte
JztI2gonR6k-337260000-339082000,JztI2gonR6k,337260000,339082000,bowl and now
1yf2uBiaOmU-214010000-218580000,1yf2uBiaOmU,214010000,218580000,well mini arc furnace versus marbles apparently no problem at all
iNyN6noGRqg-102146000-106472000,iNyN6noGRqg,102146000,106472000,for this soda gadget we got here a can pump
XobMN8CK7Bk-102500000-106186000,XobMN8CK7Bk,102500000,106186000,pull your thread and let the petals fold against each other
Kpol-f67T4k-184440000-187345999,Kpol-f67T4k,184440000,187345999,and we just want to pour
xIAC0IS3buI-182760000-188162000,xIAC0IS3buI,182760000,188162000,we can use the same method to remove the skin of tomatoes and pears
invQ7xjn8ZU-255040000-258662000,invQ7xjn8ZU,255040000,258662000,and create two catchlights using some white edible paint
